county,municipality,dem_registered,rep_registered,green_registered,lib_registered,unenrolled_registered,total_registered,dem_2018_ballots,rep_2018_ballots,dem_registered_2017,rep_registered_2017,dem_turnout_2018_pct,rep_turnout_2018_pct,dem_eligible_2026,rep_eligible_2026
KNO,CAMDEN,2288.0,608.0,110.0,12.0,1086.0,4104,1180,407,1973.0,918.0,59.81,44.34,3374.0,1694.0
KNO,CUSHING,289.0,410.0,40.0,2.0,386.0,1127,133,140,276.0,335.0,48.19,41.79,675.0,796.0
KNO,FRIENDSHIP,227.0,391.0,42.0,6.0,252.0,918,94,146,220.0,375.0,42.73,38.93,479.0,643.0
KNO,HOPE,444.0,359.0,28.0,7.0,386.0,1224,237,172,367.0,380.0,64.58,45.26,830.0,745.0
KNO,ISLE AU HAUT,47.0,4.0,1.0,1.0,19.0,72,25,6,49.0,12.0,51.02,50.0,66.0,23.0
KNO,MATINICUS ISLE PLT,21.0,7.0,1.0,0.0,25.0,54,11,8,29.0,28.0,37.93,28.57,46.0,32.0
KNO,NORTH HAVEN,182.0,41.0,5.0,1.0,97.0,326,89,12,185.0,55.0,48.11,21.82,279.0,138.0
KNO,OWLS HEAD,418.0,373.0,23.0,2.0,385.0,1201,194,169,373.0,423.0,52.01,39.95,803.0,758.0
KNO,ROCKLAND,1935.0,909.0,90.0,25.0,1417.0,4376,782,372,1779.0,1217.0,43.96,30.57,3352.0,2326.0
KNO,ROCKPORT,1269.0,588.0,63.0,10.0,831.0,2761,560,307,1109.0,824.0,50.5,37.26,2100.0,1419.0
KNO,SAINT GEORGE,806.0,501.0,49.0,7.0,642.0,2005,386,235,751.0,519.0,51.4,45.28,1448.0,1143.0
KNO,SOUTH THOMASTON,417.0,323.0,24.0,6.0,398.0,1168,170,115,363.0,357.0,46.83,32.21,815.0,721.0
KNO,THOMASTON,694.0,511.0,76.0,9.0,561.0,1851,287,220,648.0,555.0,44.29,39.64,1255.0,1072.0
KNO,UNION,454.0,692.0,80.0,3.0,557.0,1786,221,284,396.0,651.0,55.81,43.63,1011.0,1249.0
KNO,VINALHAVEN,359.0,211.0,32.0,5.0,284.0,891,189,64,363.0,163.0,52.07,39.26,643.0,495.0
KNO,WARREN,627.0,997.0,126.0,14.0,835.0,2599,215,326,587.0,888.0,36.63,36.71,1462.0,1832.0
KNO,WASHINGTON,262.0,394.0,43.0,5.0,389.0,1093,126,160,297.0,351.0,42.42,45.58,651.0,783.0
LIN,ALNA,256.0,159.0,26.0,5.0,168.0,614,133,94,212.0,170.0,62.74,55.29,424.0,327.0
LIN,BOOTHBAY,790.0,704.0,91.0,6.0,784.0,2375,333,329,674.0,858.0,49.41,38.34,1574.0,1488.0
LIN,BOOTHBAY HARBOR,540.0,458.0,38.0,8.0,491.0,1535,262,234,528.0,604.0,49.62,38.74,1031.0,949.0
LIN,BREMEN,307.0,133.0,20.0,1.0,226.0,687,107,72,230.0,168.0,46.52,42.86,533.0,359.0
LIN,BRISTOL,912.0,633.0,49.0,4.0,761.0,2359,381,331,692.0,750.0,55.06,44.13,1673.0,1394.0
LIN,DAMARISCOTTA,720.0,355.0,67.0,6.0,464.0,1612,308,164,655.0,470.0,47.02,34.89,1184.0,819.0
LIN,DRESDEN,359.0,453.0,51.0,14.0,414.0,1291,192,189,399.0,421.0,48.12,44.89,773.0,867.0
LIN,EDGECOMB,399.0,256.0,37.0,2.0,276.0,970,151,120,334.0,321.0,45.21,37.38,675.0,532.0
LIN,JEFFERSON,501.0,723.0,71.0,12.0,614.0,1921,257,310,481.0,696.0,53.43,44.54,1115.0,1337.0
LIN,MONHEGAN ISLAND PLT,42.0,6.0,5.0,1.0,14.0,68,30,2,40.0,8.0,75.0,25.0,56.0,20.0
LIN,NEWCASTLE,694.0,338.0,61.0,6.0,421.0,1520,329,175,571.0,364.0,57.62,48.08,1115.0,759.0
LIN,NOBLEBORO,508.0,495.0,58.0,7.0,432.0,1500,241,216,421.0,494.0,57.24,43.72,940.0,927.0
LIN,SOMERVILLE,78.0,159.0,24.0,2.0,130.0,393,50,89,92.0,143.0,54.35,62.24,208.0,289.0
LIN,SOUTH BRISTOL,312.0,211.0,21.0,1.0,267.0,812,128,93,249.0,220.0,51.41,42.27,579.0,478.0
LIN,SOUTHPORT,190.0,165.0,10.0,2.0,141.0,508,86,121,159.0,235.0,54.09,51.49,331.0,306.0
LIN,WALDOBORO,966.0,1228.0,117.0,12.0,1051.0,3374,395,487,1017.0,1221.0,38.84,39.89,2017.0,2279.0
LIN,WESTPORT ISLAND,215.0,181.0,21.0,3.0,196.0,616,104,118,172.0,214.0,60.47,55.14,411.0,377.0
LIN,WHITEFIELD,447.0,560.0,76.0,5.0,503.0,1591,267,212,510.0,525.0,52.35,40.38,950.0,1063.0
LIN,WISCASSET,762.0,847.0,98.0,10.0,867.0,2584,281,398,696.0,968.0,40.37,41.12,1629.0,1714.0
OXF,ALBANY TWP,91.0,122.0,18.0,1.0,135.0,367,44,47,94.0,110.0,46.81,42.73,226.0,257.0
OXF,ANDOVER,114.0,227.0,25.0,0.0,215.0,581,52,99,138.0,194.0,37.68,51.03,329.0,442.0
OXF,BETHEL,593.0,533.0,45.0,8.0,784.0,1963,242,260,563.0,601.0,42.98,43.26,1377.0,1317.0
OXF,BROWNFIELD,297.0,336.0,77.0,7.0,435.0,1152,103,114,282.0,285.0,36.52,40.0,732.0,771.0
OXF,BUCKFIELD,232.0,499.0,42.0,11.0,564.0,1348,88,166,256.0,371.0,34.38,44.74,796.0,1063.0
OXF,BYRON,25.0,46.0,8.0,0.0,35.0,114,15,14,39.0,28.0,38.46,50.0,60.0,81.0
OXF,CANTON,121.0,252.0,27.0,7.0,187.0,594,51,122,234.0,221.0,21.79,55.2,308.0,439.0
OXF,DENMARK,247.0,317.0,33.0,1.0,303.0,901,106,133,240.0,319.0,44.17,41.69,550.0,620.0
OXF,DIXFIELD,253.0,528.0,84.0,6.0,537.0,1408,126,200,444.0,393.0,28.38,50.89,790.0,1065.0
OXF,FRYEBURG,729.0,639.0,103.0,8.0,802.0,2281,253,299,713.0,806.0,35.48,37.1,1531.0,1441.0
OXF,GILEAD,35.0,47.0,7.0,0.0,49.0,138,17,14,39.0,34.0,43.59,41.18,84.0,96.0
OXF,GREENWOOD,179.0,173.0,18.0,1.0,260.0,631,69,65,166.0,174.0,41.57,37.36,439.0,433.0
OXF,HANOVER,62.0,69.0,3.0,1.0,83.0,218,23,39,54.0,98.0,42.59,39.8,145.0,152.0
OXF,HARTFORD,171.0,334.0,44.0,1.0,248.0,798,51,76,205.0,246.0,24.88,30.89,419.0,582.0
OXF,HEBRON,193.0,310.0,54.0,11.0,316.0,884,61,100,238.0,281.0,25.63,35.59,509.0,626.0
OXF,HIRAM,255.0,412.0,23.0,3.0,369.0,1062,91,110,266.0,312.0,34.21,35.26,624.0,781.0
OXF,LINCOLN PLT,6.0,13.0,5.0,1.0,13.0,38,5,7,4.0,15.0,125.0,46.67,19.0,26.0
OXF,LOVELL,274.0,252.0,29.0,1.0,337.0,893,121,90,261.0,279.0,46.36,32.26,611.0,589.0
OXF,MAGALLOWAY TWP,3.0,7.0,1.0,1.0,10.0,22,0,0,,,,,13.0,17.0
OXF,MEXICO,401.0,395.0,52.0,8.0,512.0,1368,227,95,695.0,296.0,32.66,32.09,913.0,907.0
OXF,NEWRY,82.0,80.0,14.0,0.0,119.0,295,49,55,80.0,115.0,61.25,47.83,201.0,199.0
OXF,NORWAY,969.0,1075.0,157.0,15.0,1050.0,3266,343,390,1071.0,1124.0,32.03,34.7,2019.0,2125.0
OXF,OTISFIELD,347.0,490.0,65.0,8.0,421.0,1331,138,161,327.0,426.0,42.2,37.79,768.0,911.0
OXF,OXFORD,477.0,1124.0,102.0,21.0,926.0,2650,190,428,707.0,974.0,26.87,43.94,1403.0,2050.0
OXF,PARIS,758.0,1224.0,174.0,17.0,981.0,3154,273,425,968.0,1073.0,28.2,39.61,1739.0,2205.0
OXF,PERU,222.0,321.0,38.0,6.0,360.0,947,151,123,353.0,278.0,42.78,44.24,582.0,681.0
OXF,PORTER,196.0,383.0,37.0,9.0,393.0,1018,98,139,221.0,320.0,44.34,43.44,589.0,776.0
OXF,ROXBURY,64.0,92.0,16.0,2.0,103.0,277,35,28,106.0,74.0,33.02,37.84,167.0,195.0
OXF,RUMFORD,878.0,971.0,106.0,18.0,1010.0,2983,515,345,1672.0,800.0,30.8,43.12,1888.0,1981.0
OXF,STONEHAM,56.0,72.0,7.0,0.0,83.0,218,18,27,56.0,53.0,32.14,50.94,139.0,155.0
OXF,STOW,76.0,79.0,20.0,0.0,87.0,262,31,29,82.0,78.0,37.8,37.18,163.0,166.0
OXF,SUMNER,137.0,222.0,37.0,4.0,243.0,643,62,84,159.0,184.0,38.99,45.65,380.0,465.0
OXF,SWEDEN,85.0,81.0,22.0,0.0,115.0,303,38,35,79.0,89.0,48.1,39.33,200.0,196.0
OXF,UPTON,7.0,32.0,1.0,0.0,25.0,65,2,11,16.0,29.0,12.5,37.93,32.0,57.0
OXF,WATERFORD,296.0,423.0,42.0,3.0,350.0,1114,131,138,269.0,373.0,48.7,37.0,646.0,773.0
OXF,WEST PARIS,263.0,418.0,22.0,3.0,396.0,1102,105,123,316.0,380.0,33.23,32.37,659.0,814.0
OXF,WOODSTOCK,235.0,378.0,66.0,4.0,327.0,1010,89,108,289.0,321.0,30.8,33.64,562.0,705.0
PEN,ALTON,136.0,234.0,23.0,11.0,158.0,562,40,72,187.0,205.0,21.39,35.12,294.0,392.0
PEN,BANGOR,6422.0,4615.0,473.0,160.0,5415.0,17085,2386,1565,7693.0,6014.0,31.02,26.02,11837.0,10030.0
PEN,BRADFORD,112.0,363.0,27.0,7.0,256.0,765,36,114,165.0,293.0,21.82,38.91,368.0,619.0
PEN,BRADLEY,279.0,379.0,47.0,18.0,279.0,1002,120,82,421.0,290.0,28.5,28.28,558.0,658.0
PEN,BREWER,1700.0,2074.0,217.0,39.0,1587.0,5617,579,761,2041.0,2536.0,28.37,30.01,3287.0,3661.0
PEN,BURLINGTON,43.0,143.0,11.0,1.0,87.0,285,19,39,57.0,77.0,33.33,50.65,130.0,230.0
PEN,CARMEL,318.0,922.0,67.0,13.0,610.0,1930,114,270,398.0,764.0,28.64,35.34,928.0,1532.0
PEN,CARROLL PLT,8.0,57.0,5.0,1.0,29.0,100,4,23,14.0,48.0,28.57,47.92,37.0,86.0
PEN,CHARLESTON,113.0,451.0,14.0,3.0,250.0,831,45,130,147.0,414.0,30.61,31.4,363.0,701.0
PEN,CHESTER,51.0,227.0,16.0,0.0,88.0,382,18,83,103.0,208.0,17.48,39.9,139.0,315.0
PEN,CLIFTON,117.0,246.0,22.0,3.0,193.0,581,45,85,174.0,236.0,25.86,36.02,310.0,439.0
PEN,CORINNA,221.0,648.0,77.0,9.0,370.0,1325,98,241,302.0,628.0,32.45,38.38,591.0,1018.0
PEN,CORINTH,268.0,930.0,48.0,4.0,461.0,1711,156,287,363.0,867.0,42.98,33.1,729.0,1391.0
PEN,DEXTER,465.0,943.0,87.0,15.0,616.0,2126,177,286,628.0,863.0,28.18,33.14,1081.0,1559.0
PEN,DIXMONT,186.0,346.0,17.0,6.0,235.0,790,108,139,254.0,306.0,42.52,45.42,421.0,581.0
PEN,DREW TWP,3.0,6.0,4.0,1.0,4.0,18,0,0,,,,,7.0,10.0
PEN,EAST MILLINOCKET,305.0,424.0,45.0,2.0,201.0,977,177,133,543.0,371.0,32.6,35.85,506.0,625.0
PEN,EDDINGTON,330.0,692.0,76.0,14.0,429.0,1541,120,256,384.0,598.0,31.25,42.81,759.0,1121.0
PEN,EDINBURG,33.0,52.0,4.0,2.0,42.0,133,13,16,51.0,37.0,25.49,43.24,75.0,94.0
PEN,ENFIELD,234.0,440.0,22.0,0.0,262.0,958,107,117,385.0,363.0,27.79,32.23,496.0,702.0
PEN,ETNA,176.0,353.0,23.0,5.0,200.0,757,64,92,231.0,333.0,27.71,27.63,376.0,553.0
PEN,EXETER,109.0,297.0,8.0,2.0,184.0,600,50,111,169.0,275.0,29.59,40.36,293.0,481.0
PEN,GARLAND,128.0,326.0,23.0,4.0,215.0,696,50,103,162.0,251.0,30.86,41.04,343.0,541.0
PEN,GLENBURN,692.0,1257.0,112.0,17.0,944.0,3022,247,384,811.0,1155.0,30.46,33.25,1636.0,2201.0
PEN,GREENBUSH,136.0,346.0,27.0,25.0,265.0,799,34,111,250.0,314.0,13.6,35.35,401.0,611.0
PEN,HAMPDEN,1581.0,2053.0,174.0,55.0,1558.0,5421,634,731,1519.0,2104.0,41.74,34.74,3139.0,3611.0
PEN,HERMON,946.0,1962.0,113.0,20.0,1312.0,4353,285,578,1039.0,1778.0,27.43,32.51,2258.0,3274.0
PEN,HOLDEN,579.0,921.0,103.0,14.0,646.0,2263,215,371,629.0,1030.0,34.18,36.02,1225.0,1567.0
PEN,HOWLAND,175.0,299.0,22.0,6.0,198.0,700,117,93,340.0,278.0,34.41,33.45,373.0,497.0
PEN,HUDSON,186.0,416.0,36.0,4.0,302.0,944,54,126,242.0,355.0,22.31,35.49,488.0,718.0
PEN,KENDUSKEAG,151.0,396.0,37.0,3.0,257.0,844,68,110,229.0,330.0,29.69,33.33,408.0,653.0
PEN,KINGMAN TWP,5.0,50.0,4.0,2.0,17.0,78,0,0,41.0,28.0,0.0,0.0,22.0,67.0
PEN,LAGRANGE,73.0,171.0,14.0,10.0,122.0,390,22,54,110.0,139.0,20.0,38.85,195.0,293.0
PEN,LAKEVILLE,19.0,38.0,4.0,0.0,29.0,90,8,12,15.0,28.0,53.33,42.86,48.0,67.0
PEN,LEE,82.0,314.0,22.0,5.0,180.0,603,50,141,150.0,271.0,33.33,52.03,262.0,494.0
PEN,LEVANT,301.0,965.0,76.0,6.0,551.0,1899,84,272,399.0,799.0,21.05,34.04,852.0,1516.0
PEN,LINCOLN,589.0,1392.0,75.0,16.0,905.0,2977,206,359,815.0,1152.0,25.28,31.16,1494.0,2297.0
PEN,LOWELL,51.0,159.0,13.0,1.0,71.0,295,18,43,91.0,127.0,19.78,33.86,122.0,230.0
PEN,MATTAWAMKEAG,115.0,181.0,15.0,2.0,138.0,451,27,44,179.0,123.0,15.08,35.77,253.0,319.0
PEN,MAXFIELD,10.0,46.0,4.0,2.0,20.0,82,6,13,17.0,28.0,35.29,46.43,30.0,66.0
PEN,MEDWAY,171.0,356.0,36.0,2.0,221.0,786,88,118,303.0,307.0,29.04,38.44,392.0,577.0
PEN,MILFORD,613.0,674.0,88.0,36.0,604.0,2015,207,154,897.0,609.0,23.08,25.29,1217.0,1278.0
PEN,MILLINOCKET,868.0,921.0,68.0,10.0,920.0,2787,326,283,1243.0,818.0,26.23,34.6,1788.0,1841.0
PEN,MOUNT CHASE,32.0,80.0,8.0,0.0,41.0,161,11,27,28.0,62.0,39.29,43.55,73.0,121.0
PEN,NEWBURGH,250.0,450.0,32.0,11.0,371.0,1114,108,140,282.0,362.0,38.3,38.67,621.0,821.0
PEN,NEWPORT,425.0,973.0,44.0,17.0,552.0,2011,178,354,579.0,905.0,30.74,39.12,977.0,1525.0
PEN,OLD TOWN,1661.0,1168.0,176.0,116.0,1392.0,4513,571,353,2154.0,1315.0,26.51,26.84,3053.0,2560.0
PEN,ORONO,2678.0,1019.0,251.0,65.0,1993.0,6006,842,232,3613.0,1926.0,23.3,12.05,4671.0,3012.0
PEN,ORRINGTON,666.0,1160.0,145.0,16.0,790.0,2777,222,409,703.0,1176.0,31.58,34.78,1456.0,1950.0
PEN,PASSADUMKEAG,40.0,131.0,12.0,2.0,75.0,260,11,42,91.0,105.0,12.09,40.0,115.0,206.0
PEN,PATTEN,89.0,271.0,21.0,1.0,169.0,551,42,106,134.0,248.0,31.34,42.74,258.0,440.0
PEN,PENOBSCOT NATION VOTING DISTRICT,195.0,26.0,16.0,9.0,92.0,338,55,7,212.0,36.0,25.94,19.44,287.0,118.0
PEN,PLYMOUTH,135.0,410.0,24.0,10.0,256.0,835,49,157,189.0,392.0,25.93,40.05,391.0,666.0
PEN,PRENTISS TWP T7 R3 NBPP,16.0,59.0,9.0,0.0,28.0,112,0,0,30.0,52.0,0.0,0.0,44.0,87.0
PEN,SEBOEIS PLT,10.0,15.0,0.0,0.0,7.0,32,13,12,11.0,15.0,118.18,80.0,17.0,22.0
PEN,SPRINGFIELD,30.0,107.0,2.0,1.0,67.0,207,14,46,54.0,58.0,25.93,79.31,97.0,174.0
PEN,STACYVILLE,29.0,111.0,4.0,1.0,73.0,218,11,51,38.0,84.0,28.95,60.71,102.0,184.0
PEN,STETSON,129.0,409.0,41.0,3.0,261.0,843,58,139,194.0,344.0,29.9,40.41,390.0,670.0
PEN,VEAZIE,445.0,386.0,44.0,11.0,365.0,1251,196,148,447.0,469.0,43.85,31.56,810.0,751.0
PEN,WEBSTER PLT,13.0,21.0,1.0,0.0,12.0,47,3,13,13.0,19.0,23.08,68.42,25.0,33.0
PEN,WINN,49.0,116.0,6.0,1.0,64.0,236,19,41,59.0,94.0,32.2,43.62,113.0,180.0
PEN,WOODVILLE,17.0,92.0,6.0,0.0,42.0,157,13,23,49.0,57.0,26.53,40.35,59.0,134.0
PIS,ABBOT,80.0,213.0,20.0,5.0,118.0,436,32,69,93.0,200.0,34.41,34.5,198.0,331.0
PIS,ATKINSON TWP,28.0,83.0,10.0,0.0,52.0,173,0,0,,,,,80.0,135.0
PIS,BEAVER COVE,23.0,48.0,5.0,0.0,48.0,124,11,22,20.0,46.0,55.0,47.83,71.0,96.0
PIS,BOWERBANK,21.0,70.0,2.0,0.0,43.0,136,13,31,26.0,45.0,50.0,68.89,64.0,113.0
PIS,BROWNVILLE,188.0,337.0,26.0,4.0,315.0,870,68,97,264.0,269.0,25.76,36.06,503.0,652.0
PIS,DOVER-FOXCROFT,581.0,1154.0,92.0,11.0,794.0,2632,240,394,749.0,1042.0,32.04,37.81,1375.0,1948.0
PIS,GREENVILLE,257.0,554.0,30.0,1.0,415.0,1257,151,226,377.0,575.0,40.05,39.3,672.0,969.0
PIS,GUILFORD,162.0,369.0,35.0,4.0,237.0,807,64,139,210.0,328.0,30.48,42.38,399.0,606.0
PIS,KINGSBURY PLT,6.0,14.0,3.0,0.0,10.0,33,1,7,4.0,11.0,25.0,63.64,16.0,24.0
PIS,LAKE VIEW PLT,27.0,76.0,4.0,0.0,42.0,149,12,11,24.0,26.0,50.0,42.31,69.0,118.0
PIS,MEDFORD,31.0,90.0,6.0,2.0,69.0,198,13,25,45.0,68.0,28.89,36.76,100.0,159.0
PIS,MILO,322.0,539.0,58.0,10.0,472.0,1401,106,155,537.0,615.0,19.74,25.2,794.0,1011.0
PIS,MONSON,104.0,223.0,23.0,5.0,195.0,550,59,72,139.0,196.0,42.45,36.73,299.0,418.0
PIS,PARKMAN,95.0,232.0,15.0,3.0,183.0,528,43,98,120.0,231.0,35.83,42.42,278.0,415.0
PIS,SANGERVILLE,164.0,400.0,33.0,8.0,290.0,895,60,126,249.0,375.0,24.1,33.6,454.0,690.0
PIS,SEBEC,77.0,233.0,14.0,2.0,132.0,458,40,94,95.0,200.0,42.11,47.0,209.0,365.0
PIS,SHIRLEY,26.0,72.0,10.0,0.0,72.0,180,9,30,36.0,64.0,25.0,46.88,98.0,144.0
PIS,WELLINGTON,45.0,52.0,9.0,1.0,54.0,161,24,10,61.0,37.0,39.34,27.03,99.0,106.0
PIS,WILLIMANTIC,14.0,46.0,6.0,0.0,34.0,100,10,21,19.0,61.0,52.63,34.43,48.0,80.0
SAG,ARROWSIC,206.0,54.0,10.0,0.0,111.0,381,138,37,199.0,77.0,69.35,48.05,317.0,165.0
SAG,BATH,2653.0,1110.0,202.0,33.0,1727.0,5725,1182,440,2492.0,1524.0,47.43,28.87,4380.0,2837.0
SAG,BOWDOIN,445.0,739.0,67.0,7.0,779.0,2037,188,280,551.0,748.0,34.12,37.43,1224.0,1518.0
SAG,BOWDOINHAM,794.0,648.0,64.0,13.0,714.0,2233,375,246,735.0,608.0,51.02,40.46,1508.0,1362.0
SAG,GEORGETOWN,416.0,234.0,28.0,3.0,271.0,952,192,127,342.0,288.0,56.14,44.1,687.0,505.0
SAG,PHIPPSBURG,602.0,570.0,54.0,11.0,557.0,1794,243,250,535.0,584.0,45.42,42.81,1159.0,1127.0
SAG,RICHMOND,627.0,823.0,145.0,24.0,697.0,2316,293,315,674.0,749.0,43.47,42.06,1324.0,1520.0
SAG,TOPSHAM,2769.0,1707.0,187.0,27.0,2359.0,7049,1226,833,2281.0,1981.0,53.75,42.05,5128.0,4066.0
SAG,WEST BATH,519.0,452.0,59.0,7.0,515.0,1552,230,203,465.0,459.0,49.46,44.23,1034.0,967.0
SAG,WOOLWICH,754.0,826.0,105.0,10.0,722.0,2417,326,380,695.0,809.0,46.91,46.97,1476.0,1548.0
SOM,ANSON,271.0,616.0,65.0,4.0,437.0,1393,101,148,393.0,494.0,25.7,29.96,708.0,1053.0
SOM,ATHENS,135.0,237.0,17.0,1.0,192.0,582,47,49,226.0,200.0,20.8,24.5,327.0,429.0
SOM,BINGHAM,114.0,276.0,19.0,3.0,216.0,628,51,106,186.0,215.0,27.42,49.3,330.0,492.0
SOM,BRIGHTON PLT,10.0,15.0,4.0,0.0,19.0,48,5,10,15.0,11.0,33.33,90.91,29.0,34.0
SOM,CAMBRIDGE,40.0,139.0,8.0,2.0,88.0,277,16,59,60.0,139.0,26.67,42.45,128.0,227.0
SOM,CANAAN,328.0,552.0,54.0,5.0,393.0,1332,110,135,438.0,440.0,25.11,30.68,721.0,945.0
SOM,CARATUNK,14.0,34.0,2.0,0.0,16.0,66,6,16,16.0,24.0,37.5,66.67,30.0,50.0
SOM,CORNVILLE,191.0,378.0,32.0,10.0,295.0,906,74,132,200.0,341.0,37.0,38.71,486.0,673.0
SOM,DENNISTOWN PLT,4.0,15.0,1.0,0.0,7.0,27,0,4,5.0,12.0,0.0,33.33,11.0,22.0
SOM,DETROIT,106.0,197.0,44.0,3.0,185.0,535,43,42,181.0,150.0,23.76,28.0,291.0,382.0
SOM,EMBDEN,135.0,341.0,20.0,2.0,225.0,723,44,80,190.0,247.0,23.16,32.39,360.0,566.0
SOM,FAIRFIELD,952.0,1361.0,141.0,20.0,1160.0,3634,400,385,1302.0,1217.0,30.72,31.64,2112.0,2521.0
SOM,HARMONY,104.0,247.0,16.0,1.0,179.0,547,45,80,186.0,212.0,24.19,37.74,283.0,426.0
SOM,HARTLAND,212.0,541.0,41.0,11.0,244.0,1049,68,188,314.0,483.0,21.66,38.92,456.0,785.0
SOM,HIGHLAND PLT,18.0,39.0,6.0,0.0,54.0,117,11,15,29.0,57.0,37.93,26.32,72.0,93.0
SOM,JACKMAN,70.0,280.0,4.0,2.0,235.0,591,47,103,138.0,257.0,34.06,40.08,305.0,515.0
SOM,MADISON,618.0,1082.0,108.0,18.0,795.0,2621,246,349,961.0,913.0,25.6,38.23,1413.0,1877.0
SOM,MERCER,125.0,200.0,24.0,4.0,178.0,531,56,60,122.0,162.0,45.9,37.04,303.0,378.0
SOM,MOOSE RIVER,7.0,90.0,3.0,1.0,31.0,132,2,34,12.0,73.0,16.67,46.58,38.0,121.0
SOM,MOSCOW,67.0,141.0,18.0,0.0,88.0,314,27,35,108.0,101.0,25.0,34.65,155.0,229.0
SOM,NEW PORTLAND,126.0,215.0,47.0,6.0,193.0,587,48,81,147.0,200.0,32.65,40.5,319.0,408.0
SOM,NORRIDGEWOCK,493.0,874.0,86.0,3.0,593.0,2049,206,247,693.0,783.0,29.73,31.55,1086.0,1467.0
SOM,PALMYRA,212.0,644.0,42.0,5.0,344.0,1247,90,224,342.0,574.0,26.32,39.02,556.0,988.0
SOM,PITTSFIELD,499.0,920.0,86.0,17.0,649.0,2171,212,295,803.0,969.0,26.4,30.44,1148.0,1569.0
SOM,PLEASANT RIDGE PLT,10.0,22.0,0.0,0.0,21.0,53,2,12,16.0,27.0,12.5,44.44,31.0,43.0
SOM,RIPLEY,68.0,155.0,7.0,5.0,102.0,337,25,60,66.0,130.0,37.88,46.15,170.0,257.0
SOM,ROCKWOOD STRIP TWP,47.0,135.0,7.0,1.0,63.0,253,17,28,52.0,109.0,32.69,25.69,110.0,198.0
SOM,SAINT ALBANS,207.0,654.0,28.0,5.0,421.0,1315,108,233,299.0,571.0,36.12,40.81,628.0,1075.0
SOM,SKOWHEGAN,1295.0,1778.0,129.0,30.0,1414.0,4646,520,605,1947.0,1862.0,26.71,32.49,2709.0,3192.0
SOM,SMITHFIELD,166.0,274.0,21.0,1.0,233.0,695,68,106,185.0,250.0,36.76,42.4,399.0,507.0
SOM,SOLON,140.0,283.0,25.0,1.0,220.0,669,59,102,198.0,213.0,29.8,47.89,360.0,503.0
SOM,STARKS,102.0,149.0,16.0,2.0,171.0,440,48,45,117.0,115.0,41.03,39.13,273.0,320.0
SOM,THE FORKS PLT,8.0,17.0,5.0,0.0,14.0,44,4,10,7.0,20.0,57.14,50.0,22.0,31.0
SOM,WEST FORKS PLT,9.0,25.0,0.0,0.0,20.0,54,8,11,13.0,26.0,61.54,42.31,29.0,45.0
WAL,BELFAST,2276.0,950.0,184.0,11.0,1257.0,4678,1236,445,2047.0,1253.0,60.38,35.51,3533.0,2207.0
WAL,BELMONT,152.0,246.0,29.0,4.0,211.0,642,63,81,181.0,248.0,34.81,32.66,363.0,457.0
WAL,BROOKS,160.0,280.0,35.0,2.0,193.0,670,64,124,163.0,268.0,39.26,46.27,353.0,473.0
WAL,BURNHAM,134.0,244.0,22.0,6.0,303.0,709,50,78,178.0,229.0,28.09,34.06,437.0,547.0
WAL,FRANKFORT,146.0,276.0,27.0,10.0,290.0,749,56,83,177.0,233.0,31.64,35.62,436.0,566.0
WAL,FREEDOM,161.0,161.0,27.0,2.0,164.0,515,63,58,153.0,131.0,41.18,44.27,325.0,325.0
WAL,ISLESBORO,276.0,69.0,10.0,0.0,149.0,504,168,21,235.0,76.0,71.49,27.63,425.0,218.0
WAL,JACKSON,94.0,146.0,18.0,2.0,127.0,387,48,49,108.0,125.0,44.44,39.2,221.0,273.0
WAL,KNOX,93.0,233.0,23.0,1.0,172.0,522,41,96,108.0,208.0,37.96,46.15,265.0,405.0
WAL,LIBERTY,229.0,230.0,17.0,2.0,210.0,688,117,77,206.0,227.0,56.8,33.92,439.0,440.0
WAL,LINCOLNVILLE,838.0,437.0,73.0,5.0,552.0,1905,409,205,682.0,465.0,59.97,44.09,1390.0,989.0
WAL,MONROE,240.0,200.0,42.0,3.0,175.0,660,106,91,239.0,230.0,44.35,39.57,415.0,375.0
WAL,MONTVILLE,237.0,208.0,30.0,5.0,262.0,742,120,72,220.0,187.0,54.55,38.5,499.0,470.0
WAL,MORRILL,161.0,300.0,21.0,2.0,191.0,675,75,133,126.0,271.0,59.52,49.08,352.0,491.0
WAL,NORTHPORT,472.0,349.0,49.0,8.0,358.0,1236,230,170,384.0,374.0,59.9,45.45,830.0,707.0
WAL,PALERMO,248.0,487.0,73.0,7.0,334.0,1149,108,159,283.0,408.0,38.16,38.97,582.0,821.0
WAL,PROSPECT,109.0,188.0,16.0,0.0,176.0,489,40,59,118.0,172.0,33.9,34.3,285.0,364.0
WAL,SEARSMONT,329.0,335.0,32.0,3.0,356.0,1055,159,123,314.0,274.0,50.64,44.89,685.0,691.0
WAL,SEARSPORT,577.0,596.0,63.0,10.0,609.0,1855,199,212,584.0,696.0,34.08,30.46,1186.0,1205.0
WAL,STOCKTON SPRINGS,374.0,421.0,23.0,6.0,427.0,1251,202,163,362.0,382.0,55.8,42.67,801.0,848.0
WAL,SWANVILLE,251.0,351.0,30.0,5.0,332.0,969,108,110,260.0,300.0,41.54,36.67,583.0,683.0
WAL,THORNDIKE,127.0,190.0,42.0,0.0,177.0,536,60,56,164.0,189.0,36.59,29.63,304.0,367.0
