town,candidate,first_choice_votes,town_total_ballots,first_choice_pct,candidate_short
Robbinston,"Russell, Diane Marie",1,30,3.33,Russell
Robbinston,"Sweet, Elizabeth A.",5,30,16.67,Sweet
Rockland,"Cote, Adam Roland",172,782,21.99,Cote
Rockland,"Dion, Donna J.",11,782,1.41,Dion_Donna
Rockland,"Dion, Mark N.",17,782,2.17,Dion_Mark
Rockland,"Eves, Mark W.",116,782,14.83,Eves
Rockland,"Mills, Janet T.",229,782,29.28,Mills
Rockland,"Russell, Diane Marie",14,782,1.79,Russell
Rockland,"Sweet, Elizabeth A.",223,782,28.52,Sweet
Rockport,"Cote, Adam Roland",168,560,30.0,Cote
Rockport,"Dion, Donna J.",4,560,0.71,Dion_Donna
Rockport,"Dion, Mark N.",18,560,3.21,Dion_Mark
Rockport,"Eves, Mark W.",123,560,21.96,Eves
Rockport,"Mills, Janet T.",149,560,26.61,Mills
Rockport,"Russell, Diane Marie",9,560,1.61,Russell
Rockport,"Sweet, Elizabeth A.",89,560,15.89,Sweet
Rockwood Strip Twp,"Cote, Adam Roland",4,17,23.53,Cote
Rockwood Strip Twp,"Mills, Janet T.",13,17,76.47,Mills
Rome,"Cote, Adam Roland",29,102,28.43,Cote
Rome,"Dion, Donna J.",1,102,0.98,Dion_Donna
Rome,"Dion, Mark N.",2,102,1.96,Dion_Mark
Rome,"Eves, Mark W.",5,102,4.9,Eves
Rome,"Mills, Janet T.",42,102,41.18,Mills
Rome,"Russell, Diane Marie",2,102,1.96,Russell
Rome,"Sweet, Elizabeth A.",21,102,20.59,Sweet
Roque Bluffs,"Cote, Adam Roland",8,33,24.24,Cote
Roque Bluffs,"Eves, Mark W.",1,33,3.03,Eves
Roque Bluffs,"Mills, Janet T.",20,33,60.61,Mills
Roque Bluffs,"Sweet, Elizabeth A.",4,33,12.12,Sweet
Roxbury,"Cote, Adam Roland",6,35,17.14,Cote
Roxbury,"Eves, Mark W.",3,35,8.57,Eves
Roxbury,"Mills, Janet T.",23,35,65.71,Mills
Roxbury,"Russell, Diane Marie",1,35,2.86,Russell
Roxbury,"Sweet, Elizabeth A.",2,35,5.71,Sweet
Rumford,"Cote, Adam Roland",113,515,21.94,Cote
Rumford,"Dion, Donna J.",7,515,1.36,Dion_Donna
Rumford,"Dion, Mark N.",29,515,5.63,Dion_Mark
Rumford,"Eves, Mark W.",48,515,9.32,Eves
Rumford,"Mills, Janet T.",231,515,44.85,Mills
Rumford,"Russell, Diane Marie",10,515,1.94,Russell
Rumford,"Sweet, Elizabeth A.",77,515,14.95,Sweet
Sabattus,"Cote, Adam Roland",51,231,22.08,Cote
Sabattus,"Dion, Donna J.",4,231,1.73,Dion_Donna
Sabattus,"Dion, Mark N.",28,231,12.12,Dion_Mark
Sabattus,"Eves, Mark W.",28,231,12.12,Eves
Sabattus,"Mills, Janet T.",83,231,35.93,Mills
Sabattus,"Russell, Diane Marie",4,231,1.73,Russell
Sabattus,"Sweet, Elizabeth A.",33,231,14.29,Sweet
Saco,"Cote, Adam Roland",750,1999,37.52,Cote
Saco,"Dion, Donna J.",87,1999,4.35,Dion_Donna
Saco,"Dion, Mark N.",72,1999,3.6,Dion_Mark
Saco,"Eves, Mark W.",221,1999,11.06,Eves
Saco,"Mills, Janet T.",540,1999,27.01,Mills
Saco,"Russell, Diane Marie",34,1999,1.7,Russell
Saco,"Sweet, Elizabeth A.",295,1999,14.76,Sweet
Saint Agatha,"Cote, Adam Roland",39,84,46.43,Cote
Saint Agatha,"Dion, Donna J.",2,84,2.38,Dion_Donna
Saint Agatha,"Dion, Mark N.",2,84,2.38,Dion_Mark
Saint Agatha,"Eves, Mark W.",4,84,4.76,Eves
Saint Agatha,"Mills, Janet T.",28,84,33.33,Mills
Saint Agatha,"Russell, Diane Marie",1,84,1.19,Russell
Saint Agatha,"Sweet, Elizabeth A.",8,84,9.52,Sweet
Saint Albans,"Cote, Adam Roland",25,108,23.15,Cote
Saint Albans,"Dion, Mark N.",1,108,0.93,Dion_Mark
Saint Albans,"Eves, Mark W.",16,108,14.81,Eves
Saint Albans,"Mills, Janet T.",50,108,46.3,Mills
Saint Albans,"Russell, Diane Marie",1,108,0.93,Russell
Saint Albans,"Sweet, Elizabeth A.",15,108,13.89,Sweet
Saint Francis,"Cote, Adam Roland",9,25,36.0,Cote
Saint Francis,"Dion, Mark N.",2,25,8.0,Dion_Mark
Saint Francis,"Eves, Mark W.",1,25,4.0,Eves
Saint Francis,"Mills, Janet T.",9,25,36.0,Mills
Saint Francis,"Sweet, Elizabeth A.",4,25,16.0,Sweet
Saint George,"Cote, Adam Roland",70,386,18.13,Cote
Saint George,"Dion, Donna J.",3,386,0.78,Dion_Donna
Saint George,"Dion, Mark N.",10,386,2.59,Dion_Mark
Saint George,"Eves, Mark W.",117,386,30.31,Eves
Saint George,"Mills, Janet T.",118,386,30.57,Mills
Saint George,"Russell, Diane Marie",6,386,1.55,Russell
Saint George,"Sweet, Elizabeth A.",62,386,16.06,Sweet
Saint John Plt,"Cote, Adam Roland",6,15,40.0,Cote
Saint John Plt,"Eves, Mark W.",2,15,13.33,Eves
Saint John Plt,"Mills, Janet T.",4,15,26.67,Mills
Saint John Plt,"Sweet, Elizabeth A.",3,15,20.0,Sweet
Sandy River Plt,"Cote, Adam Roland",1,19,5.26,Cote
Sandy River Plt,"Eves, Mark W.",2,19,10.53,Eves
Sandy River Plt,"Mills, Janet T.",8,19,42.11,Mills
Sandy River Plt,"Russell, Diane Marie",2,19,10.53,Russell
Sandy River Plt,"Sweet, Elizabeth A.",6,19,31.58,Sweet
Sanford,"Cote, Adam Roland",964,1532,62.92,Cote
Sanford,"Dion, Donna J.",13,1532,0.85,Dion_Donna
Sanford,"Dion, Mark N.",27,1532,1.76,Dion_Mark
Sanford,"Eves, Mark W.",147,1532,9.6,Eves
Sanford,"Mills, Janet T.",248,1532,16.19,Mills
Sanford,"Russell, Diane Marie",28,1532,1.83,Russell
Sanford,"Sweet, Elizabeth A.",105,1532,6.85,Sweet
Sangerville,"Cote, Adam Roland",17,60,28.33,Cote
Sangerville,"Eves, Mark W.",4,60,6.67,Eves
Sangerville,"Mills, Janet T.",29,60,48.33,Mills
Sangerville,"Sweet, Elizabeth A.",10,60,16.67,Sweet
Scarborough,"Cote, Adam Roland",789,2331,33.85,Cote
Scarborough,"Dion, Donna J.",21,2331,0.9,Dion_Donna
Scarborough,"Dion, Mark N.",116,2331,4.98,Dion_Mark
Scarborough,"Eves, Mark W.",269,2331,11.54,Eves
Scarborough,"Mills, Janet T.",774,2331,33.2,Mills
Scarborough,"Russell, Diane Marie",46,2331,1.97,Russell
Scarborough,"Sweet, Elizabeth A.",316,2331,13.56,Sweet
Searsmont,"Cote, Adam Roland",23,159,14.47,Cote
Searsmont,"Dion, Mark N.",4,159,2.52,Dion_Mark
Searsmont,"Eves, Mark W.",21,159,13.21,Eves
Searsmont,"Mills, Janet T.",58,159,36.48,Mills
Searsmont,"Russell, Diane Marie",7,159,4.4,Russell
Searsmont,"Sweet, Elizabeth A.",46,159,28.93,Sweet
Searsport,"Cote, Adam Roland",39,199,19.6,Cote
Searsport,"Dion, Donna J.",2,199,1.01,Dion_Donna
Searsport,"Dion, Mark N.",4,199,2.01,Dion_Mark
Searsport,"Eves, Mark W.",34,199,17.09,Eves
Searsport,"Mills, Janet T.",77,199,38.69,Mills
Searsport,"Russell, Diane Marie",3,199,1.51,Russell
Searsport,"Sweet, Elizabeth A.",40,199,20.1,Sweet
Sebago,"Cote, Adam Roland",46,157,29.3,Cote
Sebago,"Dion, Mark N.",14,157,8.92,Dion_Mark
Sebago,"Eves, Mark W.",17,157,10.83,Eves
Sebago,"Mills, Janet T.",60,157,38.22,Mills
Sebago,"Russell, Diane Marie",5,157,3.18,Russell
Sebago,"Sweet, Elizabeth A.",15,157,9.55,Sweet
Sebec,"Cote, Adam Roland",8,40,20.0,Cote
Sebec,"Dion, Mark N.",2,40,5.0,Dion_Mark
Sebec,"Eves, Mark W.",2,40,5.0,Eves
Sebec,"Mills, Janet T.",16,40,40.0,Mills
Sebec,"Sweet, Elizabeth A.",12,40,30.0,Sweet
Seboeis Plt,"Cote, Adam Roland",3,13,23.08,Cote
Seboeis Plt,"Eves, Mark W.",2,13,15.38,Eves
Seboeis Plt,"Mills, Janet T.",6,13,46.15,Mills
Seboeis Plt,"Sweet, Elizabeth A.",2,13,15.38,Sweet
Sedgwick,"Cote, Adam Roland",31,190,16.32,Cote
Sedgwick,"Dion, Donna J.",1,190,0.53,Dion_Donna
Sedgwick,"Dion, Mark N.",3,190,1.58,Dion_Mark
Sedgwick,"Eves, Mark W.",31,190,16.32,Eves
Sedgwick,"Mills, Janet T.",66,190,34.74,Mills
Sedgwick,"Russell, Diane Marie",6,190,3.16,Russell
Sedgwick,"Sweet, Elizabeth A.",52,190,27.37,Sweet
Shapleigh,"Cote, Adam Roland",96,189,50.79,Cote
Shapleigh,"Dion, Donna J.",4,189,2.12,Dion_Donna
Shapleigh,"Dion, Mark N.",4,189,2.12,Dion_Mark
Shapleigh,"Eves, Mark W.",13,189,6.88,Eves
Shapleigh,"Mills, Janet T.",49,189,25.93,Mills
Shapleigh,"Russell, Diane Marie",4,189,2.12,Russell
Shapleigh,"Sweet, Elizabeth A.",19,189,10.05,Sweet
Sherman,"Cote, Adam Roland",12,37,32.43,Cote
Sherman,"Dion, Mark N.",2,37,5.41,Dion_Mark
Sherman,"Eves, Mark W.",4,37,10.81,Eves
Sherman,"Mills, Janet T.",13,37,35.14,Mills
Sherman,"Russell, Diane Marie",1,37,2.7,Russell
Sherman,"Sweet, Elizabeth A.",5,37,13.51,Sweet
Shirley,"Cote, Adam Roland",4,9,44.44,Cote
Shirley,"Dion, Donna J.",1,9,11.11,Dion_Donna
Shirley,"Eves, Mark W.",1,9,11.11,Eves
Shirley,"Mills, Janet T.",2,9,22.22,Mills
Shirley,"Sweet, Elizabeth A.",1,9,11.11,Sweet
Sidney,"Cote, Adam Roland",84,298,28.19,Cote
Sidney,"Dion, Donna J.",2,298,0.67,Dion_Donna
Sidney,"Dion, Mark N.",12,298,4.03,Dion_Mark
Sidney,"Eves, Mark W.",31,298,10.4,Eves
Sidney,"Mills, Janet T.",108,298,36.24,Mills
Sidney,"Russell, Diane Marie",6,298,2.01,Russell
Sidney,"Sweet, Elizabeth A.",55,298,18.46,Sweet
Skowhegan,"Cote, Adam Roland",83,520,15.96,Cote
Skowhegan,"Dion, Donna J.",11,520,2.12,Dion_Donna
Skowhegan,"Dion, Mark N.",12,520,2.31,Dion_Mark
Skowhegan,"Eves, Mark W.",47,520,9.04,Eves
Skowhegan,"Mills, Janet T.",313,520,60.19,Mills
Skowhegan,"Russell, Diane Marie",7,520,1.35,Russell
Skowhegan,"Sweet, Elizabeth A.",47,520,9.04,Sweet
Smithfield,"Cote, Adam Roland",19,68,27.94,Cote
Smithfield,"Dion, Mark N.",3,68,4.41,Dion_Mark
Smithfield,"Eves, Mark W.",7,68,10.29,Eves
Smithfield,"Mills, Janet T.",31,68,45.59,Mills
Smithfield,"Sweet, Elizabeth A.",8,68,11.76,Sweet
Smyrna,"Cote, Adam Roland",3,12,25.0,Cote
Smyrna,"Dion, Mark N.",1,12,8.33,Dion_Mark
Smyrna,"Eves, Mark W.",2,12,16.67,Eves
Smyrna,"Mills, Janet T.",4,12,33.33,Mills
Smyrna,"Sweet, Elizabeth A.",2,12,16.67,Sweet
Solon,"Cote, Adam Roland",7,59,11.86,Cote
Solon,"Dion, Donna J.",1,59,1.69,Dion_Donna
Solon,"Dion, Mark N.",2,59,3.39,Dion_Mark
Solon,"Eves, Mark W.",8,59,13.56,Eves
Solon,"Mills, Janet T.",34,59,57.63,Mills
Solon,"Russell, Diane Marie",1,59,1.69,Russell
Solon,"Sweet, Elizabeth A.",6,59,10.17,Sweet
Somerville,"Cote, Adam Roland",13,50,26.0,Cote
Somerville,"Dion, Donna J.",1,50,2.0,Dion_Donna
Somerville,"Dion, Mark N.",3,50,6.0,Dion_Mark
Somerville,"Eves, Mark W.",1,50,2.0,Eves
Somerville,"Mills, Janet T.",20,50,40.0,Mills
Somerville,"Russell, Diane Marie",1,50,2.0,Russell
Somerville,"Sweet, Elizabeth A.",11,50,22.0,Sweet
Sorrento,"Cote, Adam Roland",7,48,14.58,Cote
Sorrento,"Dion, Donna J.",1,48,2.08,Dion_Donna
Sorrento,"Dion, Mark N.",1,48,2.08,Dion_Mark
Sorrento,"Eves, Mark W.",12,48,25.0,Eves
Sorrento,"Mills, Janet T.",20,48,41.67,Mills
Sorrento,"Russell, Diane Marie",2,48,4.17,Russell
Sorrento,"Sweet, Elizabeth A.",5,48,10.42,Sweet
South Berwick,"Cote, Adam Roland",94,787,11.94,Cote
South Berwick,"Dion, Donna J.",6,787,0.76,Dion_Donna
South Berwick,"Dion, Mark N.",9,787,1.14,Dion_Mark
South Berwick,"Eves, Mark W.",492,787,62.52,Eves
South Berwick,"Mills, Janet T.",98,787,12.45,Mills
South Berwick,"Russell, Diane Marie",12,787,1.52,Russell
South Berwick,"Sweet, Elizabeth A.",76,787,9.66,Sweet
South Bristol,"Cote, Adam Roland",41,128,32.03,Cote
South Bristol,"Dion, Donna J.",1,128,0.78,Dion_Donna
South Bristol,"Dion, Mark N.",1,128,0.78,Dion_Mark
South Bristol,"Eves, Mark W.",12,128,9.38,Eves
South Bristol,"Mills, Janet T.",56,128,43.75,Mills
South Bristol,"Russell, Diane Marie",1,128,0.78,Russell
South Bristol,"Sweet, Elizabeth A.",16,128,12.5,Sweet
South Portland,"Cote, Adam Roland",1022,3692,27.68,Cote
South Portland,"Dion, Donna J.",17,3692,0.46,Dion_Donna
South Portland,"Dion, Mark N.",201,3692,5.44,Dion_Mark
South Portland,"Eves, Mark W.",456,3692,12.35,Eves
South Portland,"Mills, Janet T.",1223,3692,33.13,Mills
South Portland,"Russell, Diane Marie",93,3692,2.52,Russell
South Portland,"Sweet, Elizabeth A.",680,3692,18.42,Sweet
South Thomaston,"Cote, Adam Roland",41,170,24.12,Cote
South Thomaston,"Dion, Donna J.",3,170,1.76,Dion_Donna
South Thomaston,"Dion, Mark N.",7,170,4.12,Dion_Mark
South Thomaston,"Eves, Mark W.",32,170,18.82,Eves
South Thomaston,"Mills, Janet T.",49,170,28.82,Mills
South Thomaston,"Sweet, Elizabeth A.",38,170,22.35,Sweet
Southport,"Cote, Adam Roland",25,86,29.07,Cote
Southport,"Dion, Donna J.",1,86,1.16,Dion_Donna
Southport,"Dion, Mark N.",1,86,1.16,Dion_Mark
Southport,"Eves, Mark W.",10,86,11.63,Eves
Southport,"Mills, Janet T.",28,86,32.56,Mills
Southport,"Russell, Diane Marie",1,86,1.16,Russell
Southport,"Sweet, Elizabeth A.",20,86,23.26,Sweet
Southwest Harbor,"Cote, Adam Roland",91,299,30.43,Cote
Southwest Harbor,"Dion, Donna J.",1,299,0.33,Dion_Donna
Southwest Harbor,"Dion, Mark N.",7,299,2.34,Dion_Mark
Southwest Harbor,"Eves, Mark W.",31,299,10.37,Eves
Southwest Harbor,"Mills, Janet T.",78,299,26.09,Mills
Southwest Harbor,"Russell, Diane Marie",16,299,5.35,Russell
Southwest Harbor,"Sweet, Elizabeth A.",75,299,25.08,Sweet
Springfield,"Cote, Adam Roland",2,14,14.29,Cote
Springfield,"Dion, Mark N.",1,14,7.14,Dion_Mark
Springfield,"Eves, Mark W.",4,14,28.57,Eves
Springfield,"Mills, Janet T.",6,14,42.86,Mills
Springfield,"Sweet, Elizabeth A.",1,14,7.14,Sweet
Stacyville,"Cote, Adam Roland",4,11,36.36,Cote
Stacyville,"Dion, Donna J.",1,11,9.09,Dion_Donna
Stacyville,"Mills, Janet T.",5,11,45.45,Mills
Stacyville,"Sweet, Elizabeth A.",1,11,9.09,Sweet
Standish,"Cote, Adam Roland",179,586,30.55,Cote
Standish,"Dion, Donna J.",9,586,1.54,Dion_Donna
Standish,"Dion, Mark N.",57,586,9.73,Dion_Mark
Standish,"Eves, Mark W.",60,586,10.24,Eves
Standish,"Mills, Janet T.",187,586,31.91,Mills
Standish,"Russell, Diane Marie",12,586,2.05,Russell
Standish,"Sweet, Elizabeth A.",82,586,13.99,Sweet
Starks,"Cote, Adam Roland",6,48,12.5,Cote
Starks,"Dion, Donna J.",1,48,2.08,Dion_Donna
Starks,"Eves, Mark W.",7,48,14.58,Eves
Starks,"Mills, Janet T.",24,48,50.0,Mills
Starks,"Russell, Diane Marie",3,48,6.25,Russell
Starks,"Sweet, Elizabeth A.",7,48,14.58,Sweet
Stetson,"Cote, Adam Roland",19,58,32.76,Cote
Stetson,"Dion, Donna J.",1,58,1.72,Dion_Donna
Stetson,"Dion, Mark N.",4,58,6.9,Dion_Mark
Stetson,"Eves, Mark W.",6,58,10.34,Eves
Stetson,"Mills, Janet T.",20,58,34.48,Mills
Stetson,"Sweet, Elizabeth A.",8,58,13.79,Sweet
Steuben,"Cote, Adam Roland",14,69,20.29,Cote
Steuben,"Dion, Mark N.",3,69,4.35,Dion_Mark
Steuben,"Eves, Mark W.",4,69,5.8,Eves
Steuben,"Mills, Janet T.",22,69,31.88,Mills
Steuben,"Russell, Diane Marie",2,69,2.9,Russell
Steuben,"Sweet, Elizabeth A.",24,69,34.78,Sweet
Stockholm,"Cote, Adam Roland",15,28,53.57,Cote
Stockholm,"Dion, Mark N.",2,28,7.14,Dion_Mark
Stockholm,"Eves, Mark W.",4,28,14.29,Eves
Stockholm,"Mills, Janet T.",3,28,10.71,Mills
Stockholm,"Sweet, Elizabeth A.",4,28,14.29,Sweet
Stockton Springs,"Cote, Adam Roland",48,202,23.76,Cote
Stockton Springs,"Dion, Donna J.",5,202,2.48,Dion_Donna
Stockton Springs,"Dion, Mark N.",6,202,2.97,Dion_Mark
Stockton Springs,"Eves, Mark W.",33,202,16.34,Eves
Stockton Springs,"Mills, Janet T.",67,202,33.17,Mills
Stockton Springs,"Russell, Diane Marie",2,202,0.99,Russell
Stockton Springs,"Sweet, Elizabeth A.",41,202,20.3,Sweet
Stoneham,"Cote, Adam Roland",4,18,22.22,Cote
Stoneham,"Dion, Donna J.",1,18,5.56,Dion_Donna
Stoneham,"Dion, Mark N.",1,18,5.56,Dion_Mark
Stoneham,"Eves, Mark W.",1,18,5.56,Eves
Stoneham,"Mills, Janet T.",9,18,50.0,Mills
Stoneham,"Sweet, Elizabeth A.",2,18,11.11,Sweet
Stonington,"Cote, Adam Roland",15,105,14.29,Cote
Stonington,"Dion, Donna J.",1,105,0.95,Dion_Donna
Stonington,"Dion, Mark N.",2,105,1.9,Dion_Mark
Stonington,"Eves, Mark W.",10,105,9.52,Eves
Stonington,"Mills, Janet T.",51,105,48.57,Mills
Stonington,"Russell, Diane Marie",1,105,0.95,Russell
Stonington,"Sweet, Elizabeth A.",25,105,23.81,Sweet
Stow,"Cote, Adam Roland",6,31,19.35,Cote
Stow,"Dion, Mark N.",3,31,9.68,Dion_Mark
Stow,"Mills, Janet T.",15,31,48.39,Mills
Stow,"Sweet, Elizabeth A.",7,31,22.58,Sweet
Strong,"Cote, Adam Roland",9,71,12.68,Cote
Strong,"Dion, Mark N.",1,71,1.41,Dion_Mark
Strong,"Eves, Mark W.",4,71,5.63,Eves
Strong,"Mills, Janet T.",51,71,71.83,Mills
Strong,"Sweet, Elizabeth A.",6,71,8.45,Sweet
Sullivan,"Cote, Adam Roland",20,100,20.0,Cote
Sullivan,"Dion, Donna J.",1,100,1.0,Dion_Donna
Sullivan,"Dion, Mark N.",4,100,4.0,Dion_Mark
Sullivan,"Eves, Mark W.",11,100,11.0,Eves
Sullivan,"Mills, Janet T.",40,100,40.0,Mills
Sullivan,"Russell, Diane Marie",3,100,3.0,Russell
Sullivan,"Sweet, Elizabeth A.",21,100,21.0,Sweet
Sumner,"Cote, Adam Roland",16,62,25.81,Cote
Sumner,"Dion, Donna J.",1,62,1.61,Dion_Donna
Sumner,"Dion, Mark N.",4,62,6.45,Dion_Mark
Sumner,"Eves, Mark W.",8,62,12.9,Eves
Sumner,"Mills, Janet T.",26,62,41.94,Mills
Sumner,"Russell, Diane Marie",1,62,1.61,Russell
Sumner,"Sweet, Elizabeth A.",6,62,9.68,Sweet
Surry,"Cote, Adam Roland",62,246,25.2,Cote
Surry,"Dion, Donna J.",1,246,0.41,Dion_Donna
Surry,"Dion, Mark N.",2,246,0.81,Dion_Mark
Surry,"Eves, Mark W.",34,246,13.82,Eves
Surry,"Mills, Janet T.",73,246,29.67,Mills
Surry,"Russell, Diane Marie",8,246,3.25,Russell
Surry,"Sweet, Elizabeth A.",66,246,26.83,Sweet
Swans Island,"Cote, Adam Roland",8,34,23.53,Cote
Swans Island,"Dion, Donna J.",1,34,2.94,Dion_Donna
Swans Island,"Dion, Mark N.",1,34,2.94,Dion_Mark
Swans Island,"Eves, Mark W.",3,34,8.82,Eves
Swans Island,"Mills, Janet T.",10,34,29.41,Mills
Swans Island,"Sweet, Elizabeth A.",11,34,32.35,Sweet
Swanville,"Cote, Adam Roland",22,108,20.37,Cote
Swanville,"Dion, Donna J.",2,108,1.85,Dion_Donna
Swanville,"Dion, Mark N.",2,108,1.85,Dion_Mark
Swanville,"Eves, Mark W.",10,108,9.26,Eves
Swanville,"Mills, Janet T.",33,108,30.56,Mills
Swanville,"Russell, Diane Marie",3,108,2.78,Russell
Swanville,"Sweet, Elizabeth A.",36,108,33.33,Sweet
Sweden,"Cote, Adam Roland",12,38,31.58,Cote
Sweden,"Eves, Mark W.",4,38,10.53,Eves
Sweden,"Mills, Janet T.",18,38,47.37,Mills
Sweden,"Sweet, Elizabeth A.",4,38,10.53,Sweet
T1 R8 WELS Twp,"Mills, Janet T.",1,1,100.0,Mills
T1 R9 WELS Twp,"Cote, Adam Roland",1,3,33.33,Cote
T1 R9 WELS Twp,"Mills, Janet T.",1,3,33.33,Mills
T1 R9 WELS Twp,"Sweet, Elizabeth A.",1,3,33.33,Sweet
T11 R4 WELS Twp,"Dion, Donna J.",1,5,20.0,Dion_Donna
T11 R4 WELS Twp,"Dion, Mark N.",1,5,20.0,Dion_Mark
T11 R4 WELS Twp,"Mills, Janet T.",2,5,40.0,Mills
T11 R4 WELS Twp,"Sweet, Elizabeth A.",1,5,20.0,Sweet
T3 Indian Purchase Twp,"Cote, Adam Roland",11,24,45.83,Cote
T3 Indian Purchase Twp,"Dion, Donna J.",1,24,4.17,Dion_Donna
T3 Indian Purchase Twp,"Dion, Mark N.",1,24,4.17,Dion_Mark
T3 Indian Purchase Twp,"Eves, Mark W.",3,24,12.5,Eves
T3 Indian Purchase Twp,"Mills, Janet T.",8,24,33.33,Mills
T3 ND Twp,"Mills, Janet T.",1,2,50.0,Mills
T3 ND Twp,"Sweet, Elizabeth A.",1,2,50.0,Sweet
T5 R7 WELS Twp,"Cote, Adam Roland",1,3,33.33,Cote
T5 R7 WELS Twp,"Mills, Janet T.",1,3,33.33,Mills
T5 R7 WELS Twp,"Sweet, Elizabeth A.",1,3,33.33,Sweet
Talmadge,"Mills, Janet T.",1,2,50.0,Mills
Talmadge,"Sweet, Elizabeth A.",1,2,50.0,Sweet
Temple,"Cote, Adam Roland",5,64,7.81,Cote
Temple,"Dion, Mark N.",1,64,1.56,Dion_Mark
Temple,"Eves, Mark W.",3,64,4.69,Eves
Temple,"Mills, Janet T.",43,64,67.19,Mills
Temple,"Russell, Diane Marie",4,64,6.25,Russell
Temple,"Sweet, Elizabeth A.",8,64,12.5,Sweet
The Forks Plt,"Cote, Adam Roland",3,4,75.0,Cote
The Forks Plt,"Mills, Janet T.",1,4,25.0,Mills
Thomaston,"Cote, Adam Roland",50,287,17.42,Cote
Thomaston,"Dion, Mark N.",13,287,4.53,Dion_Mark
Thomaston,"Eves, Mark W.",68,287,23.69,Eves
Thomaston,"Mills, Janet T.",86,287,29.97,Mills
Thomaston,"Russell, Diane Marie",5,287,1.74,Russell
Thomaston,"Sweet, Elizabeth A.",65,287,22.65,Sweet
Thorndike,"Cote, Adam Roland",16,60,26.67,Cote
Thorndike,"Dion, Donna J.",1,60,1.67,Dion_Donna
Thorndike,"Dion, Mark N.",2,60,3.33,Dion_Mark
Thorndike,"Eves, Mark W.",10,60,16.67,Eves
Thorndike,"Mills, Janet T.",19,60,31.67,Mills
Thorndike,"Sweet, Elizabeth A.",12,60,20.0,Sweet
Topsfield,"Cote, Adam Roland",1,4,25.0,Cote
Topsfield,"Mills, Janet T.",1,4,25.0,Mills
Topsfield,"Russell, Diane Marie",1,4,25.0,Russell
Topsfield,"Sweet, Elizabeth A.",1,4,25.0,Sweet
Topsham,"Cote, Adam Roland",420,1226,34.26,Cote
Topsham,"Dion, Donna J.",7,1226,0.57,Dion_Donna
Topsham,"Dion, Mark N.",53,1226,4.32,Dion_Mark
Topsham,"Eves, Mark W.",198,1226,16.15,Eves
Topsham,"Mills, Janet T.",348,1226,28.38,Mills
Topsham,"Russell, Diane Marie",21,1226,1.71,Russell
Topsham,"Sweet, Elizabeth A.",179,1226,14.6,Sweet
Tremont,"Cote, Adam Roland",38,178,21.35,Cote
Tremont,"Dion, Donna J.",2,178,1.12,Dion_Donna
Tremont,"Dion, Mark N.",1,178,0.56,Dion_Mark
Tremont,"Eves, Mark W.",27,178,15.17,Eves
Tremont,"Mills, Janet T.",48,178,26.97,Mills
Tremont,"Russell, Diane Marie",6,178,3.37,Russell
Tremont,"Sweet, Elizabeth A.",56,178,31.46,Sweet
Trenton,"Cote, Adam Roland",38,124,30.65,Cote
Trenton,"Dion, Donna J.",1,124,0.81,Dion_Donna
Trenton,"Eves, Mark W.",13,124,10.48,Eves
Trenton,"Mills, Janet T.",44,124,35.48,Mills
Trenton,"Russell, Diane Marie",2,124,1.61,Russell
Trenton,"Sweet, Elizabeth A.",26,124,20.97,Sweet
Troy,"Cote, Adam Roland",18,62,29.03,Cote
Troy,"Dion, Mark N.",1,62,1.61,Dion_Mark
Troy,"Eves, Mark W.",9,62,14.52,Eves
Troy,"Mills, Janet T.",25,62,40.32,Mills
Troy,"Russell, Diane Marie",1,62,1.61,Russell
Troy,"Sweet, Elizabeth A.",8,62,12.9,Sweet
Turner,"Cote, Adam Roland",88,349,25.21,Cote
Turner,"Dion, Donna J.",6,349,1.72,Dion_Donna
Turner,"Dion, Mark N.",18,349,5.16,Dion_Mark
Turner,"Eves, Mark W.",34,349,9.74,Eves
Turner,"Mills, Janet T.",160,349,45.85,Mills
Turner,"Russell, Diane Marie",1,349,0.29,Russell
Turner,"Sweet, Elizabeth A.",42,349,12.03,Sweet
Union,"Cote, Adam Roland",65,221,29.41,Cote
Union,"Dion, Mark N.",8,221,3.62,Dion_Mark
Union,"Eves, Mark W.",28,221,12.67,Eves
Union,"Mills, Janet T.",59,221,26.7,Mills
Union,"Russell, Diane Marie",5,221,2.26,Russell
Union,"Sweet, Elizabeth A.",56,221,25.34,Sweet
Unity,"Cote, Adam Roland",26,126,20.63,Cote
Unity,"Dion, Donna J.",1,126,0.79,Dion_Donna
Unity,"Dion, Mark N.",1,126,0.79,Dion_Mark
Unity,"Eves, Mark W.",21,126,16.67,Eves
Unity,"Mills, Janet T.",45,126,35.71,Mills
Unity,"Russell, Diane Marie",3,126,2.38,Russell
Unity,"Sweet, Elizabeth A.",29,126,23.02,Sweet
Upton,"Dion, Mark N.",1,2,50.0,Dion_Mark
Upton,"Mills, Janet T.",1,2,50.0,Mills
Van Buren,"Cote, Adam Roland",83,175,47.43,Cote
Van Buren,"Dion, Donna J.",5,175,2.86,Dion_Donna
Van Buren,"Dion, Mark N.",9,175,5.14,Dion_Mark
Van Buren,"Eves, Mark W.",10,175,5.71,Eves
Van Buren,"Mills, Janet T.",43,175,24.57,Mills
Van Buren,"Russell, Diane Marie",1,175,0.57,Russell
