town,candidate,first_choice_votes,town_total_ballots,first_choice_pct,candidate_short
Abbot,"Cote, Adam Roland",7,32,21.88,Cote
Abbot,"Dion, Donna J.",1,32,3.12,Dion_Donna
Abbot,"Dion, Mark N.",2,32,6.25,Dion_Mark
Abbot,"Eves, Mark W.",4,32,12.5,Eves
Abbot,"Mills, Janet T.",14,32,43.75,Mills
Abbot,"Russell, Diane Marie",1,32,3.12,Russell
Abbot,"Sweet, Elizabeth A.",3,32,9.38,Sweet
Acton,"Cote, Adam Roland",102,208,49.04,Cote
Acton,"Dion, Mark N.",4,208,1.92,Dion_Mark
Acton,"Eves, Mark W.",27,208,12.98,Eves
Acton,"Mills, Janet T.",43,208,20.67,Mills
Acton,"Russell, Diane Marie",7,208,3.37,Russell
Acton,"Sweet, Elizabeth A.",25,208,12.02,Sweet
Addison,"Cote, Adam Roland",24,84,28.57,Cote
Addison,"Dion, Donna J.",2,84,2.38,Dion_Donna
Addison,"Dion, Mark N.",2,84,2.38,Dion_Mark
Addison,"Eves, Mark W.",6,84,7.14,Eves
Addison,"Mills, Janet T.",41,84,48.81,Mills
Addison,"Russell, Diane Marie",3,84,3.57,Russell
Addison,"Sweet, Elizabeth A.",6,84,7.14,Sweet
Albany Twp,"Cote, Adam Roland",9,44,20.45,Cote
Albany Twp,"Dion, Donna J.",1,44,2.27,Dion_Donna
Albany Twp,"Dion, Mark N.",1,44,2.27,Dion_Mark
Albany Twp,"Eves, Mark W.",9,44,20.45,Eves
Albany Twp,"Mills, Janet T.",13,44,29.55,Mills
Albany Twp,"Russell, Diane Marie",4,44,9.09,Russell
Albany Twp,"Sweet, Elizabeth A.",7,44,15.91,Sweet
Albion,"Cote, Adam Roland",22,103,21.36,Cote
Albion,"Dion, Donna J.",1,103,0.97,Dion_Donna
Albion,"Dion, Mark N.",4,103,3.88,Dion_Mark
Albion,"Eves, Mark W.",10,103,9.71,Eves
Albion,"Mills, Janet T.",43,103,41.75,Mills
Albion,"Russell, Diane Marie",5,103,4.85,Russell
Albion,"Sweet, Elizabeth A.",18,103,17.48,Sweet
Alexander,"Cote, Adam Roland",8,22,36.36,Cote
Alexander,"Dion, Mark N.",3,22,13.64,Dion_Mark
Alexander,"Eves, Mark W.",3,22,13.64,Eves
Alexander,"Mills, Janet T.",4,22,18.18,Mills
Alexander,"Sweet, Elizabeth A.",4,22,18.18,Sweet
Alfred,"Cote, Adam Roland",114,298,38.26,Cote
Alfred,"Dion, Donna J.",7,298,2.35,Dion_Donna
Alfred,"Dion, Mark N.",7,298,2.35,Dion_Mark
Alfred,"Eves, Mark W.",58,298,19.46,Eves
Alfred,"Mills, Janet T.",66,298,22.15,Mills
Alfred,"Russell, Diane Marie",7,298,2.35,Russell
Alfred,"Sweet, Elizabeth A.",39,298,13.09,Sweet
Allagash,"Cote, Adam Roland",11,20,55.0,Cote
Allagash,"Eves, Mark W.",2,20,10.0,Eves
Allagash,"Mills, Janet T.",4,20,20.0,Mills
Allagash,"Sweet, Elizabeth A.",3,20,15.0,Sweet
Alna,"Cote, Adam Roland",33,133,24.81,Cote
Alna,"Dion, Donna J.",1,133,0.75,Dion_Donna
Alna,"Dion, Mark N.",9,133,6.77,Dion_Mark
Alna,"Eves, Mark W.",20,133,15.04,Eves
Alna,"Mills, Janet T.",45,133,33.83,Mills
Alna,"Sweet, Elizabeth A.",25,133,18.8,Sweet
Alton,"Cote, Adam Roland",16,40,40.0,Cote
Alton,"Dion, Donna J.",1,40,2.5,Dion_Donna
Alton,"Dion, Mark N.",3,40,7.5,Dion_Mark
Alton,"Eves, Mark W.",5,40,12.5,Eves
Alton,"Mills, Janet T.",12,40,30.0,Mills
Alton,"Sweet, Elizabeth A.",3,40,7.5,Sweet
Amherst,"Cote, Adam Roland",4,26,15.38,Cote
Amherst,"Dion, Mark N.",1,26,3.85,Dion_Mark
Amherst,"Eves, Mark W.",9,26,34.62,Eves
Amherst,"Mills, Janet T.",9,26,34.62,Mills
Amherst,"Sweet, Elizabeth A.",3,26,11.54,Sweet
Amity,"Cote, Adam Roland",2,7,28.57,Cote
Amity,"Eves, Mark W.",1,7,14.29,Eves
Amity,"Mills, Janet T.",4,7,57.14,Mills
Andover,"Cote, Adam Roland",14,52,26.92,Cote
Andover,"Dion, Mark N.",6,52,11.54,Dion_Mark
Andover,"Eves, Mark W.",6,52,11.54,Eves
Andover,"Mills, Janet T.",18,52,34.62,Mills
Andover,"Russell, Diane Marie",1,52,1.92,Russell
Andover,"Sweet, Elizabeth A.",7,52,13.46,Sweet
Anson,"Cote, Adam Roland",24,101,23.76,Cote
Anson,"Dion, Donna J.",3,101,2.97,Dion_Donna
Anson,"Dion, Mark N.",3,101,2.97,Dion_Mark
Anson,"Eves, Mark W.",5,101,4.95,Eves
Anson,"Mills, Janet T.",48,101,47.52,Mills
Anson,"Russell, Diane Marie",2,101,1.98,Russell
Anson,"Sweet, Elizabeth A.",16,101,15.84,Sweet
Appleton,"Cote, Adam Roland",35,179,19.55,Cote
Appleton,"Dion, Donna J.",2,179,1.12,Dion_Donna
Appleton,"Dion, Mark N.",4,179,2.23,Dion_Mark
Appleton,"Eves, Mark W.",35,179,19.55,Eves
Appleton,"Mills, Janet T.",48,179,26.82,Mills
Appleton,"Russell, Diane Marie",11,179,6.15,Russell
Appleton,"Sweet, Elizabeth A.",44,179,24.58,Sweet
Argyle Twp,"Cote, Adam Roland",4,13,30.77,Cote
Argyle Twp,"Dion, Mark N.",1,13,7.69,Dion_Mark
Argyle Twp,"Eves, Mark W.",2,13,15.38,Eves
Argyle Twp,"Mills, Janet T.",5,13,38.46,Mills
Argyle Twp,"Sweet, Elizabeth A.",1,13,7.69,Sweet
Arrowsic,"Cote, Adam Roland",58,138,42.03,Cote
Arrowsic,"Dion, Donna J.",1,138,0.72,Dion_Donna
Arrowsic,"Dion, Mark N.",12,138,8.7,Dion_Mark
Arrowsic,"Eves, Mark W.",25,138,18.12,Eves
Arrowsic,"Mills, Janet T.",27,138,19.57,Mills
Arrowsic,"Russell, Diane Marie",4,138,2.9,Russell
Arrowsic,"Sweet, Elizabeth A.",11,138,7.97,Sweet
Arundel,"Cote, Adam Roland",122,350,34.86,Cote
Arundel,"Dion, Donna J.",15,350,4.29,Dion_Donna
Arundel,"Dion, Mark N.",12,350,3.43,Dion_Mark
Arundel,"Eves, Mark W.",40,350,11.43,Eves
Arundel,"Mills, Janet T.",95,350,27.14,Mills
Arundel,"Russell, Diane Marie",9,350,2.57,Russell
Arundel,"Sweet, Elizabeth A.",57,350,16.29,Sweet
Ashland,"Cote, Adam Roland",20,46,43.48,Cote
Ashland,"Dion, Donna J.",2,46,4.35,Dion_Donna
Ashland,"Dion, Mark N.",2,46,4.35,Dion_Mark
Ashland,"Eves, Mark W.",1,46,2.17,Eves
Ashland,"Mills, Janet T.",11,46,23.91,Mills
Ashland,"Russell, Diane Marie",1,46,2.17,Russell
Ashland,"Sweet, Elizabeth A.",9,46,19.57,Sweet
Athens,"Cote, Adam Roland",10,47,21.28,Cote
Athens,"Eves, Mark W.",6,47,12.77,Eves
Athens,"Mills, Janet T.",24,47,51.06,Mills
Athens,"Sweet, Elizabeth A.",7,47,14.89,Sweet
Atkinson,"Cote, Adam Roland",10,23,43.48,Cote
Atkinson,"Eves, Mark W.",3,23,13.04,Eves
Atkinson,"Mills, Janet T.",6,23,26.09,Mills
Atkinson,"Russell, Diane Marie",2,23,8.7,Russell
Atkinson,"Sweet, Elizabeth A.",2,23,8.7,Sweet
Auburn,"Cote, Adam Roland",494,1683,29.35,Cote
Auburn,"Dion, Donna J.",18,1683,1.07,Dion_Donna
Auburn,"Dion, Mark N.",84,1683,4.99,Dion_Mark
Auburn,"Eves, Mark W.",172,1683,10.22,Eves
Auburn,"Mills, Janet T.",653,1683,38.8,Mills
Auburn,"Russell, Diane Marie",38,1683,2.26,Russell
Auburn,"Sweet, Elizabeth A.",224,1683,13.31,Sweet
Augusta,"Cote, Adam Roland",425,1577,26.95,Cote
Augusta,"Dion, Donna J.",8,1577,0.51,Dion_Donna
Augusta,"Dion, Mark N.",53,1577,3.36,Dion_Mark
Augusta,"Eves, Mark W.",141,1577,8.94,Eves
Augusta,"Mills, Janet T.",650,1577,41.22,Mills
Augusta,"Russell, Diane Marie",21,1577,1.33,Russell
Augusta,"Sweet, Elizabeth A.",279,1577,17.69,Sweet
Aurora,"Cote, Adam Roland",1,5,20.0,Cote
Aurora,"Dion, Mark N.",1,5,20.0,Dion_Mark
Aurora,"Eves, Mark W.",1,5,20.0,Eves
Aurora,"Mills, Janet T.",1,5,20.0,Mills
Aurora,"Sweet, Elizabeth A.",1,5,20.0,Sweet
Avon,"Cote, Adam Roland",8,20,40.0,Cote
Avon,"Dion, Mark N.",1,20,5.0,Dion_Mark
Avon,"Mills, Janet T.",9,20,45.0,Mills
Avon,"Sweet, Elizabeth A.",2,20,10.0,Sweet
Baileyville,"Cote, Adam Roland",21,76,27.63,Cote
Baileyville,"Dion, Donna J.",3,76,3.95,Dion_Donna
Baileyville,"Eves, Mark W.",10,76,13.16,Eves
Baileyville,"Mills, Janet T.",30,76,39.47,Mills
Baileyville,"Russell, Diane Marie",5,76,6.58,Russell
Baileyville,"Sweet, Elizabeth A.",7,76,9.21,Sweet
Baldwin,"Cote, Adam Roland",20,67,29.85,Cote
Baldwin,"Dion, Donna J.",1,67,1.49,Dion_Donna
Baldwin,"Dion, Mark N.",1,67,1.49,Dion_Mark
Baldwin,"Eves, Mark W.",8,67,11.94,Eves
Baldwin,"Mills, Janet T.",28,67,41.79,Mills
Baldwin,"Sweet, Elizabeth A.",9,67,13.43,Sweet
Bangor,"Cote, Adam Roland",688,2386,28.83,Cote
Bangor,"Dion, Donna J.",7,2386,0.29,Dion_Donna
Bangor,"Dion, Mark N.",44,2386,1.84,Dion_Mark
Bangor,"Eves, Mark W.",455,2386,19.07,Eves
Bangor,"Mills, Janet T.",800,2386,33.53,Mills
Bangor,"Russell, Diane Marie",27,2386,1.13,Russell
Bangor,"Sweet, Elizabeth A.",365,2386,15.3,Sweet
Bar Harbor,"Cote, Adam Roland",302,1019,29.64,Cote
Bar Harbor,"Dion, Donna J.",6,1019,0.59,Dion_Donna
Bar Harbor,"Dion, Mark N.",14,1019,1.37,Dion_Mark
Bar Harbor,"Eves, Mark W.",121,1019,11.87,Eves
Bar Harbor,"Mills, Janet T.",264,1019,25.91,Mills
Bar Harbor,"Russell, Diane Marie",28,1019,2.75,Russell
Bar Harbor,"Sweet, Elizabeth A.",284,1019,27.87,Sweet
Baring Plt,"Cote, Adam Roland",4,14,28.57,Cote
Baring Plt,"Eves, Mark W.",1,14,7.14,Eves
Baring Plt,"Mills, Janet T.",6,14,42.86,Mills
Baring Plt,"Sweet, Elizabeth A.",3,14,21.43,Sweet
Barnard Twp,"Cote, Adam Roland",3,10,30.0,Cote
Barnard Twp,"Mills, Janet T.",4,10,40.0,Mills
Barnard Twp,"Russell, Diane Marie",2,10,20.0,Russell
Barnard Twp,"Sweet, Elizabeth A.",1,10,10.0,Sweet
Bath,"Cote, Adam Roland",379,1182,32.06,Cote
Bath,"Dion, Donna J.",11,1182,0.93,Dion_Donna
Bath,"Dion, Mark N.",48,1182,4.06,Dion_Mark
Bath,"Eves, Mark W.",174,1182,14.72,Eves
Bath,"Mills, Janet T.",355,1182,30.03,Mills
Bath,"Russell, Diane Marie",15,1182,1.27,Russell
Bath,"Sweet, Elizabeth A.",200,1182,16.92,Sweet
Beals,"Cote, Adam Roland",2,29,6.9,Cote
Beals,"Dion, Donna J.",1,29,3.45,Dion_Donna
Beals,"Eves, Mark W.",2,29,6.9,Eves
Beals,"Mills, Janet T.",24,29,82.76,Mills
Beaver Cove,"Cote, Adam Roland",5,11,45.45,Cote
Beaver Cove,"Mills, Janet T.",1,11,9.09,Mills
Beaver Cove,"Russell, Diane Marie",1,11,9.09,Russell
Beaver Cove,"Sweet, Elizabeth A.",4,11,36.36,Sweet
Beddington,"Cote, Adam Roland",2,4,50.0,Cote
Beddington,"Mills, Janet T.",2,4,50.0,Mills
Belfast,"Cote, Adam Roland",222,1236,17.96,Cote
Belfast,"Dion, Donna J.",7,1236,0.57,Dion_Donna
Belfast,"Dion, Mark N.",30,1236,2.43,Dion_Mark
Belfast,"Eves, Mark W.",304,1236,24.6,Eves
Belfast,"Mills, Janet T.",309,1236,25.0,Mills
Belfast,"Russell, Diane Marie",26,1236,2.1,Russell
Belfast,"Sweet, Elizabeth A.",338,1236,27.35,Sweet
Belgrade,"Cote, Adam Roland",75,273,27.47,Cote
Belgrade,"Dion, Donna J.",1,273,0.37,Dion_Donna
Belgrade,"Dion, Mark N.",5,273,1.83,Dion_Mark
Belgrade,"Eves, Mark W.",21,273,7.69,Eves
Belgrade,"Mills, Janet T.",118,273,43.22,Mills
Belgrade,"Russell, Diane Marie",3,273,1.1,Russell
Belgrade,"Sweet, Elizabeth A.",50,273,18.32,Sweet
Belmont,"Cote, Adam Roland",8,63,12.7,Cote
Belmont,"Dion, Donna J.",1,63,1.59,Dion_Donna
Belmont,"Eves, Mark W.",14,63,22.22,Eves
Belmont,"Mills, Janet T.",22,63,34.92,Mills
Belmont,"Russell, Diane Marie",1,63,1.59,Russell
Belmont,"Sweet, Elizabeth A.",17,63,26.98,Sweet
Benedicta Twp,"Cote, Adam Roland",3,8,37.5,Cote
Benedicta Twp,"Eves, Mark W.",1,8,12.5,Eves
Benedicta Twp,"Mills, Janet T.",3,8,37.5,Mills
Benedicta Twp,"Sweet, Elizabeth A.",1,8,12.5,Sweet
Benton,"Cote, Adam Roland",47,160,29.38,Cote
Benton,"Dion, Donna J.",3,160,1.88,Dion_Donna
Benton,"Dion, Mark N.",6,160,3.75,Dion_Mark
Benton,"Eves, Mark W.",17,160,10.62,Eves
Benton,"Mills, Janet T.",65,160,40.62,Mills
Benton,"Russell, Diane Marie",1,160,0.62,Russell
Benton,"Sweet, Elizabeth A.",21,160,13.12,Sweet
Berwick,"Cote, Adam Roland",82,384,21.35,Cote
Berwick,"Dion, Donna J.",5,384,1.3,Dion_Donna
Berwick,"Dion, Mark N.",7,384,1.82,Dion_Mark
Berwick,"Eves, Mark W.",142,384,36.98,Eves
Berwick,"Mills, Janet T.",79,384,20.57,Mills
Berwick,"Russell, Diane Marie",21,384,5.47,Russell
Berwick,"Sweet, Elizabeth A.",48,384,12.5,Sweet
Bethel,"Cote, Adam Roland",40,242,16.53,Cote
Bethel,"Dion, Donna J.",2,242,0.83,Dion_Donna
Bethel,"Dion, Mark N.",12,242,4.96,Dion_Mark
Bethel,"Eves, Mark W.",27,242,11.16,Eves
Bethel,"Mills, Janet T.",120,242,49.59,Mills
Bethel,"Russell, Diane Marie",9,242,3.72,Russell
Bethel,"Sweet, Elizabeth A.",32,242,13.22,Sweet
Biddeford,"Cote, Adam Roland",683,2044,33.41,Cote
Biddeford,"Dion, Donna J.",306,2044,14.97,Dion_Donna
Biddeford,"Dion, Mark N.",72,2044,3.52,Dion_Mark
Biddeford,"Eves, Mark W.",194,2044,9.49,Eves
Biddeford,"Mills, Janet T.",562,2044,27.5,Mills
Biddeford,"Russell, Diane Marie",40,2044,1.96,Russell
Biddeford,"Sweet, Elizabeth A.",187,2044,9.15,Sweet
Bingham,"Cote, Adam Roland",4,51,7.84,Cote
Bingham,"Dion, Mark N.",4,51,7.84,Dion_Mark
Bingham,"Eves, Mark W.",4,51,7.84,Eves
Bingham,"Mills, Janet T.",27,51,52.94,Mills
Bingham,"Russell, Diane Marie",3,51,5.88,Russell
Bingham,"Sweet, Elizabeth A.",9,51,17.65,Sweet
Blaine,"Cote, Adam Roland",8,20,40.0,Cote
Blaine,"Eves, Mark W.",2,20,10.0,Eves
Blaine,"Mills, Janet T.",6,20,30.0,Mills
Blaine,"Russell, Diane Marie",1,20,5.0,Russell
Blaine,"Sweet, Elizabeth A.",3,20,15.0,Sweet
Blue Hill,"Cote, Adam Roland",97,532,18.23,Cote
Blue Hill,"Dion, Donna J.",6,532,1.13,Dion_Donna
Blue Hill,"Dion, Mark N.",6,532,1.13,Dion_Mark
Blue Hill,"Eves, Mark W.",86,532,16.17,Eves
Blue Hill,"Mills, Janet T.",160,532,30.08,Mills
Blue Hill,"Russell, Diane Marie",10,532,1.88,Russell
Blue Hill,"Sweet, Elizabeth A.",167,532,31.39,Sweet
Boothbay,"Cote, Adam Roland",108,333,32.43,Cote
Boothbay,"Dion, Donna J.",1,333,0.3,Dion_Donna
Boothbay,"Dion, Mark N.",10,333,3.0,Dion_Mark
Boothbay,"Eves, Mark W.",43,333,12.91,Eves
Boothbay,"Mills, Janet T.",120,333,36.04,Mills
Boothbay,"Russell, Diane Marie",3,333,0.9,Russell
Boothbay,"Sweet, Elizabeth A.",48,333,14.41,Sweet
Boothbay Harbor,"Cote, Adam Roland",65,262,24.81,Cote
Boothbay Harbor,"Dion, Donna J.",2,262,0.76,Dion_Donna
Boothbay Harbor,"Dion, Mark N.",8,262,3.05,Dion_Mark
Boothbay Harbor,"Eves, Mark W.",39,262,14.89,Eves
Boothbay Harbor,"Mills, Janet T.",88,262,33.59,Mills
Boothbay Harbor,"Russell, Diane Marie",8,262,3.05,Russell
Boothbay Harbor,"Sweet, Elizabeth A.",52,262,19.85,Sweet
Bowdoin,"Cote, Adam Roland",40,188,21.28,Cote
Bowdoin,"Dion, Donna J.",2,188,1.06,Dion_Donna
Bowdoin,"Dion, Mark N.",12,188,6.38,Dion_Mark
Bowdoin,"Eves, Mark W.",28,188,14.89,Eves
Bowdoin,"Mills, Janet T.",63,188,33.51,Mills
Bowdoin,"Russell, Diane Marie",5,188,2.66,Russell
Bowdoin,"Sweet, Elizabeth A.",38,188,20.21,Sweet
Bowdoinham,"Cote, Adam Roland",86,375,22.93,Cote
Bowdoinham,"Dion, Donna J.",2,375,0.53,Dion_Donna
Bowdoinham,"Dion, Mark N.",18,375,4.8,Dion_Mark
Bowdoinham,"Eves, Mark W.",107,375,28.53,Eves
Bowdoinham,"Mills, Janet T.",97,375,25.87,Mills
Bowdoinham,"Russell, Diane Marie",5,375,1.33,Russell
Bowdoinham,"Sweet, Elizabeth A.",60,375,16.0,Sweet
Bowerbank,"Cote, Adam Roland",5,13,38.46,Cote
Bowerbank,"Dion, Mark N.",1,13,7.69,Dion_Mark
Bowerbank,"Eves, Mark W.",1,13,7.69,Eves
Bowerbank,"Mills, Janet T.",5,13,38.46,Mills
Bowerbank,"Sweet, Elizabeth A.",1,13,7.69,Sweet
Bradford,"Cote, Adam Roland",11,36,30.56,Cote
Bradford,"Dion, Mark N.",3,36,8.33,Dion_Mark
Bradford,"Eves, Mark W.",9,36,25.0,Eves
Bradford,"Mills, Janet T.",10,36,27.78,Mills
Bradford,"Sweet, Elizabeth A.",3,36,8.33,Sweet
Bradley,"Cote, Adam Roland",46,120,38.33,Cote
Bradley,"Dion, Mark N.",4,120,3.33,Dion_Mark
Bradley,"Eves, Mark W.",21,120,17.5,Eves
Bradley,"Mills, Janet T.",37,120,30.83,Mills
Bradley,"Russell, Diane Marie",2,120,1.67,Russell
Bradley,"Sweet, Elizabeth A.",10,120,8.33,Sweet
Bremen,"Cote, Adam Roland",45,107,42.06,Cote
Bremen,"Dion, Donna J.",1,107,0.93,Dion_Donna
Bremen,"Dion, Mark N.",2,107,1.87,Dion_Mark
Bremen,"Eves, Mark W.",11,107,10.28,Eves
Bremen,"Mills, Janet T.",24,107,22.43,Mills
Bremen,"Russell, Diane Marie",1,107,0.93,Russell
Bremen,"Sweet, Elizabeth A.",23,107,21.5,Sweet
Brewer,"Cote, Adam Roland",152,579,26.25,Cote
Brewer,"Dion, Donna J.",4,579,0.69,Dion_Donna
Brewer,"Dion, Mark N.",12,579,2.07,Dion_Mark
Brewer,"Eves, Mark W.",91,579,15.72,Eves
Brewer,"Mills, Janet T.",237,579,40.93,Mills
Brewer,"Russell, Diane Marie",10,579,1.73,Russell
Brewer,"Sweet, Elizabeth A.",73,579,12.61,Sweet
Bridgewater,"Cote, Adam Roland",10,29,34.48,Cote
Bridgewater,"Dion, Mark N.",2,29,6.9,Dion_Mark
Bridgewater,"Eves, Mark W.",3,29,10.34,Eves
Bridgewater,"Mills, Janet T.",9,29,31.03,Mills
Bridgewater,"Russell, Diane Marie",1,29,3.45,Russell
Bridgewater,"Sweet, Elizabeth A.",4,29,13.79,Sweet
Bridgton,"Cote, Adam Roland",104,438,23.74,Cote
Bridgton,"Dion, Donna J.",5,438,1.14,Dion_Donna
Bridgton,"Dion, Mark N.",28,438,6.39,Dion_Mark
Bridgton,"Eves, Mark W.",50,438,11.42,Eves
Bridgton,"Mills, Janet T.",137,438,31.28,Mills
Bridgton,"Russell, Diane Marie",16,438,3.65,Russell
Bridgton,"Sweet, Elizabeth A.",98,438,22.37,Sweet
Brighton Plt,"Cote, Adam Roland",1,5,20.0,Cote
Brighton Plt,"Eves, Mark W.",1,5,20.0,Eves
Brighton Plt,"Mills, Janet T.",2,5,40.0,Mills
Brighton Plt,"Sweet, Elizabeth A.",1,5,20.0,Sweet
Bristol,"Cote, Adam Roland",110,381,28.87,Cote
Bristol,"Dion, Donna J.",2,381,0.52,Dion_Donna
Bristol,"Dion, Mark N.",9,381,2.36,Dion_Mark
Bristol,"Eves, Mark W.",40,381,10.5,Eves
Bristol,"Mills, Janet T.",123,381,32.28,Mills
Bristol,"Russell, Diane Marie",8,381,2.1,Russell
Bristol,"Sweet, Elizabeth A.",89,381,23.36,Sweet
Brooklin,"Cote, Adam Roland",24,174,13.79,Cote
Brooklin,"Dion, Mark N.",3,174,1.72,Dion_Mark
Brooklin,"Eves, Mark W.",53,174,30.46,Eves
Brooklin,"Mills, Janet T.",59,174,33.91,Mills
Brooklin,"Russell, Diane Marie",4,174,2.3,Russell
Brooklin,"Sweet, Elizabeth A.",31,174,17.82,Sweet
Brooks,"Cote, Adam Roland",13,64,20.31,Cote
Brooks,"Dion, Donna J.",2,64,3.12,Dion_Donna
Brooks,"Eves, Mark W.",10,64,15.62,Eves
Brooks,"Mills, Janet T.",13,64,20.31,Mills
Brooks,"Russell, Diane Marie",5,64,7.81,Russell
Brooks,"Sweet, Elizabeth A.",21,64,32.81,Sweet
Brooksville,"Cote, Adam Roland",31,191,16.23,Cote
Brooksville,"Dion, Donna J.",1,191,0.52,Dion_Donna
Brooksville,"Dion, Mark N.",4,191,2.09,Dion_Mark
Brooksville,"Eves, Mark W.",53,191,27.75,Eves
Brooksville,"Mills, Janet T.",57,191,29.84,Mills
Brooksville,"Russell, Diane Marie",9,191,4.71,Russell
Brooksville,"Sweet, Elizabeth A.",36,191,18.85,Sweet
Brownfield,"Cote, Adam Roland",25,103,24.27,Cote
Brownfield,"Dion, Donna J.",1,103,0.97,Dion_Donna
Brownfield,"Dion, Mark N.",9,103,8.74,Dion_Mark
Brownfield,"Eves, Mark W.",11,103,10.68,Eves
Brownfield,"Mills, Janet T.",29,103,28.16,Mills
Brownfield,"Russell, Diane Marie",3,103,2.91,Russell
Brownfield,"Sweet, Elizabeth A.",25,103,24.27,Sweet
Brownville,"Cote, Adam Roland",13,68,19.12,Cote
Brownville,"Dion, Donna J.",2,68,2.94,Dion_Donna
Brownville,"Dion, Mark N.",3,68,4.41,Dion_Mark
Brownville,"Eves, Mark W.",10,68,14.71,Eves
Brownville,"Mills, Janet T.",28,68,41.18,Mills
Brownville,"Russell, Diane Marie",4,68,5.88,Russell
Brownville,"Sweet, Elizabeth A.",8,68,11.76,Sweet
Brunswick,"Cote, Adam Roland",824,3147,26.18,Cote
Brunswick,"Dion, Donna J.",22,3147,0.7,Dion_Donna
Brunswick,"Dion, Mark N.",103,3147,3.27,Dion_Mark
Brunswick,"Eves, Mark W.",720,3147,22.88,Eves
Brunswick,"Mills, Janet T.",956,3147,30.38,Mills
Brunswick,"Russell, Diane Marie",41,3147,1.3,Russell
Brunswick,"Sweet, Elizabeth A.",481,3147,15.28,Sweet
Buckfield,"Cote, Adam Roland",15,88,17.05,Cote
Buckfield,"Dion, Mark N.",8,88,9.09,Dion_Mark
Buckfield,"Eves, Mark W.",7,88,7.95,Eves
Buckfield,"Mills, Janet T.",37,88,42.05,Mills
Buckfield,"Russell, Diane Marie",1,88,1.14,Russell
Buckfield,"Sweet, Elizabeth A.",20,88,22.73,Sweet
Bucksport,"Cote, Adam Roland",93,331,28.1,Cote
Bucksport,"Dion, Donna J.",3,331,0.91,Dion_Donna
Bucksport,"Dion, Mark N.",13,331,3.93,Dion_Mark
Bucksport,"Eves, Mark W.",44,331,13.29,Eves
Bucksport,"Mills, Janet T.",113,331,34.14,Mills
Bucksport,"Russell, Diane Marie",15,331,4.53,Russell
Bucksport,"Sweet, Elizabeth A.",50,331,15.11,Sweet
Burlington,"Cote, Adam Roland",8,19,42.11,Cote
Burlington,"Dion, Donna J.",2,19,10.53,Dion_Donna
Burlington,"Dion, Mark N.",1,19,5.26,Dion_Mark
Burlington,"Eves, Mark W.",2,19,10.53,Eves
Burlington,"Mills, Janet T.",5,19,26.32,Mills
Burlington,"Sweet, Elizabeth A.",1,19,5.26,Sweet
Burnham,"Cote, Adam Roland",9,50,18.0,Cote
Burnham,"Dion, Donna J.",2,50,4.0,Dion_Donna
Burnham,"Dion, Mark N.",1,50,2.0,Dion_Mark
Burnham,"Eves, Mark W.",3,50,6.0,Eves
Burnham,"Mills, Janet T.",20,50,40.0,Mills
Burnham,"Russell, Diane Marie",3,50,6.0,Russell
Burnham,"Sweet, Elizabeth A.",12,50,24.0,Sweet
Buxton,"Cote, Adam Roland",185,583,31.73,Cote
Buxton,"Dion, Donna J.",9,583,1.54,Dion_Donna
Buxton,"Dion, Mark N.",47,583,8.06,Dion_Mark
Buxton,"Eves, Mark W.",57,583,9.78,Eves
Buxton,"Mills, Janet T.",192,583,32.93,Mills
Buxton,"Russell, Diane Marie",14,583,2.4,Russell
Buxton,"Sweet, Elizabeth A.",79,583,13.55,Sweet
Byron,"Cote, Adam Roland",5,15,33.33,Cote
Byron,"Eves, Mark W.",1,15,6.67,Eves
Byron,"Mills, Janet T.",5,15,33.33,Mills
Byron,"Russell, Diane Marie",2,15,13.33,Russell
Byron,"Sweet, Elizabeth A.",2,15,13.33,Sweet
Calais,"Cote, Adam Roland",42,146,28.77,Cote
Calais,"Dion, Donna J.",1,146,0.68,Dion_Donna
Calais,"Dion, Mark N.",3,146,2.05,Dion_Mark
Calais,"Eves, Mark W.",16,146,10.96,Eves
Calais,"Mills, Janet T.",66,146,45.21,Mills
Calais,"Russell, Diane Marie",1,146,0.68,Russell
Calais,"Sweet, Elizabeth A.",17,146,11.64,Sweet
Cambridge,"Cote, Adam Roland",2,16,12.5,Cote
Cambridge,"Dion, Mark N.",1,16,6.25,Dion_Mark
Cambridge,"Eves, Mark W.",3,16,18.75,Eves
Cambridge,"Mills, Janet T.",8,16,50.0,Mills
Cambridge,"Sweet, Elizabeth A.",2,16,12.5,Sweet
Camden,"Cote, Adam Roland",379,1180,32.12,Cote
Camden,"Dion, Donna J.",5,1180,0.42,Dion_Donna
Camden,"Dion, Mark N.",29,1180,2.46,Dion_Mark
Camden,"Eves, Mark W.",276,1180,23.39,Eves
Camden,"Mills, Janet T.",286,1180,24.24,Mills
Camden,"Russell, Diane Marie",24,1180,2.03,Russell
Camden,"Sweet, Elizabeth A.",181,1180,15.34,Sweet
Canaan,"Cote, Adam Roland",20,110,18.18,Cote
Canaan,"Dion, Mark N.",3,110,2.73,Dion_Mark
Canaan,"Eves, Mark W.",13,110,11.82,Eves
Canaan,"Mills, Janet T.",59,110,53.64,Mills
Canaan,"Russell, Diane Marie",1,110,0.91,Russell
Canaan,"Sweet, Elizabeth A.",14,110,12.73,Sweet
Canton,"Cote, Adam Roland",6,51,11.76,Cote
